original	polished	Count
FALSE, TRUE, FALSE, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, TRUE, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, TRUE, NA, NA, FALSE, FALSE, NA, FALSE, FALSE, NA, FALSE, NA, FALSE, NA, NA, FALSE, FALSE, NA, NA, NA, FALSE, TRUE, NA, NA, FALSE, NA, NA, FALSE, FALSE, NA, FALSE, FALSE, NA, NA, NA, FALSE, FALSE, TRUE, NA, NA, TRUE, FALSE, FALSE, NA, TRUE, TRUE, TRUE, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, TRUE, FALSE, 
TRUE, TRUE, TRUE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, TRUE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, FALSE, TRUE, FALSE, NA, NA, TRUE, FALSE, FALSE, NA, FALSE, TRUE, TRUE, FALSE, NA, TRUE, TRUE, NA, FALSE, NA, NA, NA, FALSE, NA, FALSE, FALSE, NA, FALSE, FALSE, NA, TRUE, NA, FALSE, TRUE, NA, NA, NA, FALSE, TRUE, NA, TRUE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, 
FALSE, FALSE, NA, FALSE, TRUE, FALSE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, NA, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, FALSE, FALSE, NA, NA, 
FALSE, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, NA, TRUE, NA, NA, NA, FALSE, NA, FALSE, TRUE, FALSE, NA, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, FALSE, NA, NA, FALSE, NA, NA, NA, NA, FALSE, FALSE, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, NA, NA, TRUE, NA, FALSE, FALSE, TRUE, FALSE, FALSE, NA, FALSE, 
NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, NA, NA, FALSE, FALSE, NA, FALSE, NA, TRUE, FALSE, NA, FALSE, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, NA, FALSE, NA, FALSE, TRUE, TRUE, FALSE, NA, TRUE, NA, FALSE, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, TRUE, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, NA, FALSE, NA, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, NA, FALSE, 
NA, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, FALSE, NA, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, NA, NA, TRUE, NA, NA, FALSE, NA, NA, NA, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, NA, FALSE, NA, TRUE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, NA, FALSE, FALSE, 
FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, NA, TRUE, NA, NA, NA, NA, NA, NA, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, NA, TRUE, NA, FALSE, NA, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, TRUE, NA, NA, NA, NA, TRUE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, 
NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, TRUE, NA, TRUE, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, NA, FALSE, NA, TRUE, NA, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, NA, NA, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, 
FALSE, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, TRUE, NA, NA, NA, NA, NA, FALSE, FALSE, NA, NA, NA, TRUE, NA, NA, FALSE, NA, NA, NA, NA, TRUE, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, NA, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, NA, FALSE, NA, FALSE, FALSE, TRUE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, NA, 
NA, NA, FALSE, FALSE, NA, FALSE, NA, NA, NA, NA, NA, TRUE, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, TRUE, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, TRUE, FALSE, NA, FALSE, FALSE, NA, NA, NA, FALSE, 
FALSE, NA, NA, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, NA, NA, FALSE, NA, TRUE, NA, NA, NA, NA, FALSE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, TRUE, FALSE, FALSE, NA, NA, NA, FALSE, FALSE, NA, FALSE, NA, TRUE, FALSE, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, TRUE, NA, NA, NA, FALSE, NA, NA, NA, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, NA, FALSE, FALSE, NA, TRUE, FALSE, NA, NA, NA, TRUE, 
FALSE, NA, NA, NA, FALSE, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, TRUE, NA, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE, FALSE, NA, NA, NA, FALSE, FALSE, 
FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, FALSE, TRUE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, 
FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, FALSE, FALSE, TRUE, FALSE, NA, FALSE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, TRUE, NA, NA, TRUE, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, NA, NA, FALSE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, 
FALSE, NA, TRUE, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, FALSE, NA, NA, FALSE, NA, NA, FALSE, NA, NA, NA, NA, FALSE, FALSE, NA, NA, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, NA, NA, NA, NA, FALSE, FALSE, TRUE, FALSE, NA, FALSE, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, FALSE, NA, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, NA, FALSE, FALSE, 
NA, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, TRUE, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, FALSE, NA, FALSE, TRUE, NA, FALSE, NA, FALSE, FALSE, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, 
FALSE, NA, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, NA, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, TRUE, NA, TRUE, NA, NA, NA, NA, FALSE, NA, NA, FALSE, FALSE, NA, NA, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, TRUE, FALSE, NA, FALSE, NA, FALSE, NA, NA, FALSE, TRUE, NA, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, TRUE, NA, FALSE, NA, NA, NA, 
TRUE, NA, TRUE, NA, TRUE, NA, NA, TRUE, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, TRUE, NA, NA, FALSE, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, FALSE, FALSE, TRUE, FALSE, TRUE, NA, NA, FALSE, NA, FALSE, NA, 
FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, TRUE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, TRUE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, FALSE, NA, NA, FALSE, NA, NA, TRUE, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, NA, TRUE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, 
NA, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, FALSE, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, TRUE, NA, FALSE, FALSE, NA, TRUE, FALSE, NA, FALSE, NA, TRUE, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, TRUE, NA, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, TRUE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, NA, FALSE, NA, NA, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, TRUE, NA, NA, NA, FALSE, FALSE, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, FALSE, NA, 
NA, TRUE, FALSE, NA, FALSE, FALSE, FALSE, NA, FALSE, FALSE, TRUE, NA, NA, FALSE, TRUE, NA, NA, FALSE, TRUE, NA, NA, TRUE, TRUE, NA, FALSE, TRUE, FALSE, FALSE, NA, NA, TRUE, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, TRUE, NA, TRUE, NA, TRUE, FALSE, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, TRUE, FALSE, TRUE, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, NA, NA, FALSE, NA, NA, NA, FALSE, NA, NA, NA, NA, NA, 
NA, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, NA, FALSE, NA, FALSE, NA, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, FALSE, FALSE, NA, FALSE, NA, NA, NA, FALSE, FALSE, NA, NA, NA, FALSE, NA, NA, TRUE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, NA, NA, NA, NA, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, TRUE, NA, TRUE, 
FALSE, NA, NA, NA, FALSE, NA, NA, NA, NA, FALSE, NA, NA, NA, FALSE, NA, NA, FALSE, NA, FALSE, NA, FALSE, TRUE, NA, NA, NA, FALSE, FALSE, FALSE, NA, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, TRUE, NA, NA, FALSE, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, TRUE, NA, FALSE, FALSE, FALSE, NA, NA, NA, TRUE, NA, NA, TRUE, NA, TRUE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, NA, 
NA, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, TRUE, NA, FALSE, TRUE, NA, FALSE, FALSE, FALSE, NA, TRUE, NA, FALSE, FALSE, NA, TRUE, NA, FALSE, NA, TRUE, NA, FALSE, NA, NA, NA, FALSE, FALSE, FALSE, NA, FALSE, TRUE, NA, NA, NA, TRUE, TRUE, TRUE, NA, NA, NA, NA, NA, TRUE, TRUE, NA, FALSE, NA, FALSE, TRUE, NA, FALSE, FALSE, FALSE, TRUE, FALSE, 
FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, NA, FALSE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, NA, FALSE, NA, NA, NA, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, 
NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, NA, NA, FALSE, NA, FALSE, NA, NA, NA, FALSE, TRUE, NA, TRUE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, NA, NA, NA, FALSE, FALSE, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, FALSE, NA, NA, NA, NA, NA, TRUE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, NA, NA, NA, 
NA, NA, FALSE, FALSE, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, NA, TRUE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, FALSE, NA, NA, NA, TRUE, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, TRUE, FALSE, NA, NA, FALSE, NA, NA, FALSE, NA, NA, NA, NA, FALSE, 
FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, 
NA, FALSE, NA, NA, FALSE, FALSE, NA, NA, NA, FALSE, NA, FALSE, NA, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, TRUE, TRUE, FALSE, NA, FALSE, NA, FALSE, NA, FALSE, TRUE, TRUE, TRUE, NA, FALSE, NA, NA, NA, FALSE, NA, TRUE, NA, NA, NA, NA, FALSE, FALSE, NA, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, 
FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, TRUE, TRUE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, FALSE, TRUE, NA, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, NA, FALSE, TRUE, TRUE, FALSE, FALSE, FALSE, NA, TRUE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, TRUE, NA, NA, NA, NA, TRUE, FALSE, FALSE, NA, FALSE, FALSE, NA, FALSE, NA, NA, TRUE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, FALSE, TRUE, FALSE, FALSE, TRUE, TRUE, TRUE, TRUE, NA, FALSE, TRUE, FALSE, FALSE, TRUE, FALSE, FALSE, 
FALSE, TRUE, FALSE, NA, NA, FALSE, NA, NA, TRUE, TRUE, TRUE, FALSE, TRUE, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, TRUE, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, TRUE, NA, NA, NA, NA, NA, NA, NA, NA, NA, 
FALSE, NA, TRUE, NA, NA, NA, NA, TRUE, NA, NA, FALSE, FALSE, NA, NA, TRUE, TRUE, FALSE, FALSE, FALSE, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, NA, FALSE, NA, TRUE, FALSE, NA, NA, NA, NA, FALSE, FALSE, NA, TRUE, TRUE, FALSE, TRUE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, FALSE, FALSE, TRUE, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, NA, 
NA, NA, NA, TRUE, FALSE, NA, FALSE, FALSE, TRUE, NA, NA, NA, NA, FALSE, NA, NA, FALSE, FALSE, NA, NA, FALSE, FALSE, NA, TRUE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, FALSE, NA, NA, FALSE, NA, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, NA, TRUE, NA, NA, FALSE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, TRUE, TRUE, FALSE, FALSE, FALSE, TRUE, NA, FALSE, FALSE, FALSE, FALSE, NA, 
NA, FALSE, TRUE, FALSE, FALSE, NA, NA, NA, FALSE, FALSE, NA, TRUE, FALSE, TRUE, NA, FALSE, NA, FALSE, NA, NA, TRUE, TRUE, NA, FALSE, NA, NA, NA, TRUE, NA, NA, NA, FALSE, NA, NA, NA, FALSE, FALSE, NA, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, NA, NA, NA, FALSE, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, NA, NA, NA, NA, NA, NA, TRUE, TRUE, TRUE, NA, NA, NA, NA, NA, TRUE, NA, NA, NA, FALSE, NA, FALSE, NA, NA, NA, TRUE, NA, FALSE, FALSE, FALSE, TRUE, FALSE, 
TRUE, NA, NA, NA, FALSE, FALSE, FALSE, TRUE, NA, TRUE, FALSE, TRUE, FALSE, TRUE, FALSE, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, TRUE, TRUE, FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, NA, TRUE, NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, TRUE, NA, NA, NA, NA, NA, FALSE, TRUE, TRUE, TRUE, NA, NA, FALSE, FALSE, FALSE, FALSE, TRUE, NA, TRUE, 
TRUE, TRUE, FALSE, FALSE, FALSE, TRUE, TRUE, TRUE, FALSE, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, TRUE, NA, FALSE, FALSE, NA, FALSE, NA, NA, NA, FALSE, NA, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, TRUE, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, NA, NA, FALSE, FALSE, NA, NA, FALSE, NA, FALSE, NA, NA, NA, NA, NA, NA, FALSE, FALSE, 
FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, NA, NA, TRUE, FALSE, TRUE, NA, FALSE, NA, FALSE, NA, TRUE, FALSE, TRUE, TRUE, FALSE, FALSE, NA, NA, NA, FALSE, FALSE, NA, FALSE, FALSE, TRUE, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, FALSE, FALSE, NA, FALSE, NA, TRUE, TRUE, NA, FALSE, FALSE, FALSE, FALSE, NA, FALSE, FALSE, NA, FALSE, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, FALSE, NA, NA, NA, NA, NA, NA, NA, FALSE, NA, FALSE, NA, FALSE, NA, FALSE, TRUE, FALSE, 
